Meas 1 xValues MR,Meas 2 xValues MR,Meas 3 xValues MR,Meas 4 xValues MR,Meas 5 xValues MR,Meas 6 xValues MR,Meas 7 xValues MR,Meas 8 xValues MR,Meas 9 xValues MR,Meas 10 xValues MR,Meas 11 xValues MR,Meas 12 xValues MR,Meas 13 xValues MR,Meas 14 xValues MR,Meas 15 xValues MR,Meas 16 xValues MR,Meas 17 xValues MR,Meas 18 xValues MR,Meas 19 xValues MR,Meas 20 xValues MR,Meas 21 xValues MR,Meas 22 xValues MR,Meas 23 xValues MR,Meas 24 xValues MR,Meas 25 xValues MR,Meas 26 xValues MR,Meas 27 xValues MR,Meas 28 xValues MR,Meas 29 xValues MR,Meas 30 xValues MR,Meas 31 xValues MR,Meas 32 xValues MR
0.03342504266275642,0.03342902625801081,0.033397243229601685,0.03332304895948247,0.03327467159235524,0.03322299070740169,0.03316203524105366,0.033116616343407596,0.03308973478641459,0.03307830696265681,0.03308695890642447,0.0331215389137717,0.03317676170228053,0.03321947707368161,0.033276272579264105,0.03331910808968429,0.03333798436078477,0.03334380076101484,0.033345628042877676,0.03333081253835564,0.03332759028058769,0.0333131079437969,0.033295894279463244,0.03325128700327022,0.03323501523746283,0.03321725385158512,0.03323404795481531,0.0332593665806536,0.03328404242957825,0.03328224592673772,0.03328387731630928,0.03327197999435305
0.04238827501823216,0.04239332685116198,0.04235302091160908,0.042258930766135766,0.042197580563440834,0.04213204097425618,0.04205473973944568,0.041997141347010665,0.04196305125347707,0.041948558953760595,0.04195953099575815,0.042003383949854756,0.042073415236582,0.042127585127364885,0.04219961086970187,0.04225393311588587,0.04227787123254885,0.04228524735395147,0.04228756463823796,0.04226877622002859,0.04226468988422864,0.04224632397573937,0.04222449430912656,0.04216792518189577,0.0421472899925548,0.042124765727832525,0.042146063324176336,0.042178171372203234,0.0422094642767802,0.042207186025193695,0.042209254886870815,0.042194167188699436
0.053755084499366,0.05376149102819743,0.05371037667675094,0.053591055385231054,0.05351325355610494,0.05343013891760739,0.053332108639013685,0.05325906470290069,0.05321583303429183,0.0531974544898591,0.05321136878678332,0.05326698131765409,0.053355792144091425,0.05342448819400388,0.05351582830783934,0.0535847175686682,0.0536150749135571,0.05362442901039414,0.05362736769597584,0.05360354098899095,0.0535983588643085,0.05357506796694775,0.053547384472564935,0.05347564580867643,0.05344947710173548,0.05342091274631146,0.05344792149084288,0.053488639610041015,0.053528323997505275,0.05352543481160445,0.053528058457747704,0.05350892485323668
0.06817001092984308,0.06817813542903285,0.06811331428831228,0.0679619958814522,0.06786333076742096,0.06775792816471693,0.06763361015414313,0.06754097880643795,0.06748615416335481,0.06746284724110696,0.06748049278630959,0.0675510183351503,0.06766364461162826,0.06775076214696438,0.06786659596280685,0.06795395852036562,0.06799245646994845,0.0680043189549498,0.06800804567643279,0.06797782961611572,0.06797125785644809,0.06794172128809488,0.06790661420692798,0.06781563815234788,0.06778245206297982,0.06774622790968168,0.06778047930054183,0.0678321163625357,0.06788244248800601,0.06787877854000422,0.06788210574128997,0.06785784128257334
0.08645042642055671,0.08646072957893719,0.08637852605307701,0.0861866302235194,0.08606150715159248,0.08592783987143059,0.08577018484278577,0.08565271354712668,0.08558318717169791,0.08555363028386125,0.085576007644322,0.08566544526781157,0.08580827331631664,0.08591875222010127,0.08606564793915591,0.08617643757012602,0.08622525909901177,0.08624030261848295,0.08624502869461174,0.08620670991977909,0.08619837588230646,0.08616091881145806,0.08611639744354478,0.08600102532308843,0.08595894007859503,0.08591300208538316,0.0859564383017629,0.08602192231691244,0.08608574385585104,0.08608109738648985,0.08608531680740553,0.08605454561088811
0.10963291295784451,0.10964597900404795,0.10954173183756649,0.10929837735511988,0.10913970136679277,0.10897018996126179,0.1087702582692109,0.10862128595218164,0.10853311543202043,0.10849563258959075,0.10852401064755063,0.1086374318022768,0.10881856052145188,0.10895866537163938,0.10914495254508436,0.10928545144684443,0.10934736492313847,0.10936644250238302,0.10937243591981674,0.10932384160883622,0.1093132727216409,0.10926577118858888,0.10920931100145857,0.10906300077300207,0.10900962997846243,0.10895137328477357,0.10900645732688588,0.10908950149023212,0.10917043736889688,0.10916454490552649,0.10916989580343568,0.10913087302414953
0.13903198066193564,0.1390485504878581,0.13891634849081838,0.1386077362795336,0.1384065098745662,0.13819154243623114,0.13793799723349062,0.1377490766279756,0.1376372623769147,0.13758972816767734,0.13762571606126747,0.13776955213535413,0.13799925217617448,0.13817692742256152,0.13841316920431485,0.13859134417080543,0.1386698603116849,0.1386940537181816,0.13870165432528272,0.13864002900563877,0.13862662597473763,0.13856638647141217,0.13849478596903123,0.1383092413154724,0.13824155865454374,0.13816767989594966,0.13823753522744747,0.13834284844225622,0.1384454880165755,0.13843801543529258,0.13844480122538574,0.13839531413114814
0.17631468938360842,0.17633570256127265,0.17616804937865252,0.17577667995477173,0.17552149283222132,0.17524887989139154,0.17492734420260211,0.1746877627931957,0.1745459645187944,0.1744856835726633,0.17453132195204699,0.17471372899684348,0.17500502522348016,0.17523034572692647,0.1755299379227001,0.17575589215080759,0.17585546311947867,0.17588614421120508,0.17589578299124534,0.1758176322734072,0.17580063509607516,0.17572424181399085,0.17563344097610514,0.17539814081132826,0.17531230842023754,0.17521861839070949,0.17530720607403374,0.17544075999931477,0.17557092332273438,0.17556144689981698,0.17557005236214876,0.17550729484688174
0.22359510229542265,0.2236217503508162,0.22340913941834564,0.22291282066762866,0.22258920276051833,0.22224348614096162,0.22183572768658755,0.2215319003087804,0.22135207751703842,0.22127563167827272,0.2213335084107365,0.22156482958983545,0.22193423959090114,0.22221998186905995,0.2225999124800323,0.2228864584219751,0.22301273026582144,0.22305163877575382,0.22306386228371355,0.22296475472886054,0.22294319960139172,0.2228463207549267,0.2227311708334622,0.2224327727555859,0.22232392361582742,0.2222051097392887,0.22231745302834902,0.22248682067258538,0.22265188849374573,0.22263987088047135,0.2226507839770324,0.22257119745423615
0.28355419854865205,0.28358799252675093,0.283318368004834,0.2826889567872382,0.282278557742963,0.2818401340119555,0.28132303135387177,0.2809377298525114,0.28070968591474305,0.28061274041673767,0.28068613733071257,0.2809794894250714,0.28144796013714285,0.28181032685199037,0.2822921393728927,0.28265552526140647,0.2828156580689391,0.2828650002559429,0.28288050161070155,0.28275481744768566,0.28272748211327403,0.28260462430742905,0.2824585958687083,0.2820801795843083,0.28194214154022745,0.2817914666229661,0.2819339358048256,0.282148720950513,0.2823580532357679,0.2823428129882602,0.28235665253267456,0.28225572414714606
