Meas 1 yValues MR,Meas 2 yValues MR,Meas 3 yValues MR,Meas 4 yValues MR,Meas 5 yValues MR,Meas 6 yValues MR,Meas 7 yValues MR,Meas 8 yValues MR,Meas 9 yValues MR,Meas 10 yValues MR,Meas 11 yValues MR,Meas 12 yValues MR,Meas 13 yValues MR,Meas 14 yValues MR,Meas 15 yValues MR,Meas 16 yValues MR,Meas 17 yValues MR,Meas 18 yValues MR,Meas 19 yValues MR,Meas 20 yValues MR,Meas 21 yValues MR,Meas 22 yValues MR,Meas 23 yValues MR,Meas 24 yValues MR,Meas 25 yValues MR,Meas 26 yValues MR,Meas 27 yValues MR,Meas 28 yValues MR,Meas 29 yValues MR,Meas 30 yValues MR,Meas 31 yValues MR,Meas 32 yValues MR
0.0,0.0,0.0,0.0,0.0,0.0,1.4257842460995287,0.13267837639718813,0.0,0.0,0.0,0.14118286968093086,0.0,0.0,0.0,0.28392657394467136,0.0,0.5287351999021481,0.6548593934782685,0.2608829154760827,0.0,0.0,0.0,0.0,0.2301435557140104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.49022315343490835,0.0,0.41634765866831464,0.0,0.2909434527330028,0.0,2.105694664424641,0.5151164665004235,0.20691689573036764,0.21327734545150506,0.14824488405587866,0.5825108250030581,0.3925016930330369,0.12611608328332266,0.09510365776023404,0.40870817405873244,0.3278294554540843,0.670000054197408,0.7857092355453527,0.8212722993250152,0.0,0.0,0.0,0.0,0.5081551432919504,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7212326201790283,1.69468925655414,0.726580820168898,0.4501545776540268,0.8912608070393826,0.0,2.216595873228099,0.6599374539140759,1.4266826306206852,0.8734132866026446,1.1354958115762896,0.711433212574245,0.7417967605514939,0.6201669881100288,0.5443621691453293,0.4001020286984188,1.2972340767553177,0.6278534101519077,0.6859843864136191,0.8875744552048784,0.0,0.0,0.0,0.0,0.5859651977653163,1.6756180211120402,1.5069487963944523,0.15688936546690752,0.0,0.0,0.0,0.0
0.7604065222971437,3.3806905611455047,0.794103851441696,1.2499687177008716,1.0658873142092609,1.9966218156523325,2.1493734014934582,0.6890774365569273,1.8362790856805058,1.0065822295091962,1.0002310980913163,0.6791564040255824,0.8601752684243543,0.8046186032970742,0.715205956568813,0.3622641603333913,1.1579917566707376,0.5449068613295062,0.5404254637625227,0.7238957235507135,0.1138672728655688,1.607258984928122,0.9118465213376964,0.46283250057725606,0.5737477062809965,3.5592305670733055,3.197454611989825,2.0996195892880256,0.0,0.0,0.0,0.0
0.7941219990653399,4.920576301334056,0.8205404748083812,1.5534073438773335,1.0763563872278172,2.093408432279259,2.3137154974731984,0.7713031715230884,1.7615602243184154,0.9754567462360523,0.5212861331495462,0.6687575602172463,0.9330940165145682,0.8586049947938066,0.7677751902521738,0.3699741791436991,0.5660655076177483,0.5172835434472581,0.44242048072980655,0.5512055001497342,11.060651286927435,2.2837893825498985,2.7089980152924604,3.7644157238973497,0.6020776841071952,4.780726200010643,3.7532062700003976,2.7021680307518583,0.0,0.0,0.0,0.0
1.114912351117809,8.810049513287282,1.1111582502979123,1.816526805747659,1.2955275548385055,1.3872254362204532,3.7413771300789502,1.2647661111180093,1.6108091746639044,1.209081916035613,0.0655751089604343,0.9235072239183567,1.3100704943904993,1.1118684821154279,0.9965614927773174,0.5802313849225454,0.0,0.7066277429604775,0.46159435371521074,0.4455305873303014,2.730219974681891,2.649429932214237,6.653221856481393,1.586285246073579,0.9238137564785261,7.103330354772007,3.8342039836998048,2.5752762619699525,0.0,0.0,0.0,0.0
4.450202676680276,45.92094471778625,4.125138581497355,2.91617818430707,3.473303546680421,0.0,21.284805419214255,6.938852705659668,0.01001161051329642,4.352813574747332,0.0,3.981578050993364,4.983673428122571,3.5060774636496803,3.106352692454541,3.3017522738139258,0.0,3.046894485221435,1.0261408745720657,0.05799122737010475,0.0,3.5508893238514623,44.16207164028377,0.0,4.8015820796218645,24.316947922815228,0.0,0.0,0.0,0.0,0.0,0.0
0.270590503570704,5.793003503065985,0.17027345063959048,0.0,0.0,0.0,5.945195578738936,1.7238974221207382,0.0,0.5415951069362355,0.0,0.641574930244435,0.333575545187133,0.0,0.0,0.815636811558043,0.0,0.3730598280622615,0.0,0.0,0.0,0.0,9.479746932790098,0.0,1.0367566887592696,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.778434438002741,0.4329147774387055,0.0,0.0,0.1330265270115864,0.0,0.0,0.0,0.0,0.3806270442306913,0.0,0.0,0.0,0.0,0.0,0.0,0.775787680785394,0.0,0.2719469218342955,0.0,0.0,0.0,0.0,0.0,0.6766266909860164,0.22710579165130645
0.0,0.0,0.0,0.0,0.0,1.990506855735002,0.3780413599373132,0.0,0.0,0.0,0.8976875255003691,0.0,0.0,0.0,0.0,0.00649643589039785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33606788081038563,0.0,4.601309937720349,2.317731301365166
0.0,0.0,0.0,0.0,0.0,4.033426384171157,0.0,0.0,0.0,0.0,0.05688727905913892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.747077812489056,0.0,10.153547164119235,5.170068554445509
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.294752537686385,14.334929218504978,10.14557471879075,5.568216159579049
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.149209100413023,24.773600187534097,11.123385042186172,7.8057405027147375
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19409779220590315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.02714961433847,9.479563048823023,11.45182335736417
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7858595157039238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8683563911207015,11.23187377385829
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.100303375499141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.253769720571027
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36689275021972956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36082233650794154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.659684788105551
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.16864992925699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.318544445702047
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2843987449242467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.060777610440747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,11.034099082474158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.585054075345368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.241944123262575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04013346035989397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.043998456017148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3331129632600063,0.0,0.0,0.0,0.0,0.0,1.2258408656860815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.32204939294048,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.724900631607536,0.0,0.0,0.0,0.0,0.0,3.262590722384311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.25059875415044,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.366999263565498,0.0,0.0,0.0,0.0,0.0,3.437455375390789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.66909758774226,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5563747902881233,0.0,0.0,0.0,0.0,0.0,3.3159389525176466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.231146933767974,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4336569410394335,0.0,0.0,0.0,0.0,0.0,2.052655411411924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7515862373360538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
