Meas 1 Raw,Meas 2 Raw,Meas 3 Raw,Meas 4 Raw,Meas 5 Raw,Meas 6 Raw,Meas 7 Raw,Meas 8 Raw,Meas 9 Raw,Meas 10 Raw,Meas 11 Raw,Meas 12 Raw,Meas 13 Raw,Meas 14 Raw,Meas 15 Raw,Meas 16 Raw,Meas 17 Raw,Meas 18 Raw,Meas 19 Raw,Meas 20 Raw,Meas 21 Raw,Meas 22 Raw,Meas 23 Raw,Meas 24 Raw,Meas 25 Raw,Meas 26 Raw,Meas 27 Raw,Meas 28 Raw,Meas 29 Raw,Meas 30 Raw,Meas 31 Raw,Meas 32 Raw
1.0343131870031357,1.0346092283725739,1.0363198071718216,1.0486306101083755,0.9984416514635086,1.004722684621811,1.000937394797802,1.0061929374933243,1.0389685034751892,1.0390053540468216,1.0458797812461853,1.0431596040725708,1.0863833874464035,1.053977519273758,1.0691480040550232,1.0489280372858047,1.0567320883274078,1.057323232293129,1.0512304902076721,1.0661643743515015,1.0586486756801605,1.0374931395053864,1.0621747970581055,1.0421541929244995,1.1139419823884964,1.0503860861063004,1.0475532114505768,1.050953060388565,1.003387674689293,1.0020111352205276,1.018780067563057,1.0019401460886002
1.0683033615350723,1.0690453350543976,1.0703710466623306,1.0833132565021515,1.0326841920614243,1.039241150021553,1.0344594568014145,1.0396118015050888,1.0733211934566498,1.0728333741426468,1.0800038576126099,1.0771163403987885,1.1219161450862885,1.0886946320533752,1.1045575737953186,1.083644524216652,1.0914608389139175,1.0905425548553467,1.084340363740921,1.1011014729738235,1.0934604555368423,1.0713616609573364,1.0969371646642685,1.0755933821201324,1.1506441235542297,1.0845550298690796,1.0816289484500885,1.0851468592882156,1.0390198677778244,1.0346480011940002,1.0526735931634903,1.0350013077259064
1.0680679678916931,1.0685041844844818,1.0698136538267136,1.0830180197954178,1.0324556082487106,1.0389255434274673,1.0340970605611801,1.0391758978366852,1.072849527001381,1.0724378675222397,1.0794860273599625,1.0766381472349167,1.1213379204273224,1.088335245847702,1.104153349995613,1.0830509513616562,1.0908221900463104,1.0902996063232422,1.084269255399704,1.1007093340158463,1.0930173248052597,1.0709120631217957,1.0966485142707825,1.075267568230629,1.150136411190033,1.0842475891113281,1.0811289548873901,1.0848501473665237,1.0383134633302689,1.0342886745929718,1.0521106272935867,1.0347075164318085
1.0677018761634827,1.068031832575798,1.0697644352912903,1.0826406925916672,1.0322487354278564,1.0386853218078613,1.0339194536209106,1.0390471816062927,1.0729133635759354,1.072296679019928,1.079221323132515,1.0765997469425201,1.1211582273244858,1.0882021635770798,1.1036415249109268,1.082750290632248,1.0906459242105484,1.0902274399995804,1.0839516669511795,1.1005734205245972,1.0927142649888992,1.0707987397909164,1.0963673144578934,1.0750566273927689,1.1498032808303833,1.0839256048202515,1.0809074640274048,1.0843950361013412,1.0380085110664368,1.0341752022504807,1.0519945323467255,1.0345431715250015
1.067631021142006,1.0678472220897675,1.0693541765213013,1.082427516579628,1.0323510020971298,1.0386729538440704,1.0339775085449219,1.03901045024395,1.0724557489156723,1.0722011774778366,1.0791029632091522,1.0763467997312546,1.121012032032013,1.087997853755951,1.1035275906324387,1.0825404226779938,1.0904910117387772,1.0899405926465988,1.0839537680149078,1.100559115409851,1.092419072985649,1.0706863105297089,1.0961174815893173,1.0750182121992111,1.1495871841907501,1.0838485360145569,1.0807648003101349,1.0844679176807404,1.0378980040550232,1.0340350419282913,1.0516861230134964,1.0344526916742325
1.0673440843820572,1.0677092224359512,1.0694368928670883,1.0824459493160248,1.0321803838014603,1.0385530889034271,1.0338996350765228,1.0389238446950912,1.072539135813713,1.0720807313919067,1.0790178775787354,1.0763156563043594,1.1208519488573074,1.0877629518508911,1.1033490598201752,1.0823731273412704,1.090365692973137,1.0899681597948074,1.0837988704442978,1.1002021878957748,1.092531830072403,1.0704703032970428,1.0961672514677048,1.0748405009508133,1.1493698805570602,1.0837541967630386,1.0807180404663086,1.0842836797237396,1.037806659936905,1.0338714569807053,1.0517855882644653,1.0344444960355759
1.0671832412481308,1.0676849335432053,1.0692536383867264,1.0823017805814743,1.032184213399887,1.038467988371849,1.0337827503681183,1.0389556884765625,1.0724005848169327,1.072021797299385,1.0791188925504684,1.0762643665075302,1.1208236068487167,1.0878806561231613,1.1032746881246567,1.0823119431734085,1.090104267001152,1.0898758620023727,1.083784133195877,1.100271001458168,1.0922497361898422,1.0702518075704575,1.0960749238729477,1.0747319161891937,1.1494934856891632,1.0836656540632248,1.0807752460241318,1.0841217935085297,1.0379298031330109,1.0339991003274918,1.0515347123146057,1.0342514216899872
1.0672655254602432,1.0674612075090408,1.0692320615053177,1.0822959691286087,1.0320600420236588,1.0386465340852737,1.0338079929351807,1.0388254672288895,1.0723521411418915,1.0721098631620407,1.0787849724292755,1.0762250423431396,1.1207212954759598,1.087607979774475,1.1033125668764114,1.0822266042232513,1.0901148617267609,1.0897883921861649,1.083720475435257,1.1001648753881454,1.0921991169452667,1.0702816396951675,1.0958939790725708,1.0746580511331558,1.1494589149951935,1.0836166143417358,1.0805155783891678,1.0842101275920868,1.0378304570913315,1.033878281712532,1.0516470968723297,1.0342431962490082
1.067008763551712,1.067405253648758,1.0690735280513763,1.0820611417293549,1.0322208106517792,1.0385576635599136,1.0338426381349564,1.038794293999672,1.072355180978775,1.0721208453178406,1.0787338614463806,1.0759698748588562,1.1207605451345444,1.0875595957040787,1.1032686978578568,1.0820471197366714,1.0899813026189804,1.0897406339645386,1.0837195366621017,1.1001598834991455,1.0922407060861588,1.070205420255661,1.0959353297948837,1.0746550559997559,1.1492553055286407,1.083539679646492,1.0804501324892044,1.0839140266180038,1.037928268313408,1.0339885205030441,1.0516866445541382,1.034199133515358
1.067022055387497,1.0672335177659988,1.0690955817699432,1.0821375399827957,1.0321358293294907,1.03861665725708,1.0338420867919922,1.0386168956756592,1.0724035501480103,1.0720517337322235,1.0788735002279282,1.076023980975151,1.1205997318029404,1.0876206159591675,1.1032669991254807,1.08206707239151,1.0900135785341263,1.0898405313491821,1.0836288928985596,1.1001939326524734,1.0922176986932755,1.070101112127304,1.0958480089902878,1.074591338634491,1.1492970287799835,1.0834885388612747,1.0804764479398727,1.0838303864002228,1.0378889739513397,1.0338493436574936,1.0515726655721664,1.0343230068683624
