Meas 1 xValues MR,Meas 2 xValues MR,Meas 3 xValues MR,Meas 4 xValues MR,Meas 5 xValues MR,Meas 6 xValues MR,Meas 7 xValues MR,Meas 8 xValues MR,Meas 9 xValues MR,Meas 10 xValues MR,Meas 11 xValues MR,Meas 12 xValues MR,Meas 13 xValues MR,Meas 14 xValues MR,Meas 15 xValues MR,Meas 16 xValues MR,Meas 17 xValues MR,Meas 18 xValues MR,Meas 19 xValues MR,Meas 20 xValues MR,Meas 21 xValues MR,Meas 22 xValues MR,Meas 23 xValues MR,Meas 24 xValues MR,Meas 25 xValues MR,Meas 26 xValues MR,Meas 27 xValues MR,Meas 28 xValues MR,Meas 29 xValues MR,Meas 30 xValues MR,Meas 31 xValues MR,Meas 32 xValues MR
0.03347111406710373,0.03344464540146744,0.03336899570922294,0.03327930824851793,0.03323888675220696,0.033154685381832256,0.033095349275024985,0.03305621453841315,0.03304083061006462,0.033039312293461263,0.03307260586891477,0.03312920810847457,0.03319903843377229,0.0332652846807071,0.03332470527347951,0.03336856234369236,0.033386430186492504,0.03336186089710515,0.03335740634862177,0.03330948054598081,0.03328835242239958,0.033283734575528065,0.03324564343710811,0.03323169210699909,0.033216058146897355,0.03322695466032527,0.033243884082866076,0.03325514365883768,0.033279843349354646,0.03328486552168558,0.03329775235249887,0.03328534254497515
0.042446700893036676,0.042413134411471445,0.042317198559055094,0.04220346058156294,0.04215219968955555,0.04204541894793119,0.0419701713188037,0.04192054224293368,0.0419010329728251,0.04189910750567172,0.0419413290593404,0.04201310970959465,0.04210166567833932,0.04218567646517153,0.042261031235952116,0.04231664898257499,0.042339308251621764,0.04230815048150127,0.042302501404906205,0.04224172385786426,0.04221493003378402,0.04220907386883738,0.042160768241604724,0.042143075734118705,0.04212324938394459,0.04213706789758368,0.04215853710035478,0.042172816035095075,0.04220413917460643,0.04221050808860006,0.04222685064152179,0.042211113030068415
0.05382917781492827,0.05378661016969832,0.053664948227782984,0.05352071035567689,0.05345570337956888,0.053320288390719874,0.05322486241123885,0.05316192483791531,0.05313718397590203,0.05313474217685532,0.053188285832127404,0.053279315130162694,0.053391618204084564,0.05349815726336644,0.05359371911552953,0.05366425127726744,0.05369298683967896,0.05365347382423027,0.05364630989529991,0.05356923428475669,0.05353525544799405,0.05352782889804802,0.05346656966840092,0.05344413275077435,0.05341898978073216,0.053436513857095386,0.05346374022591078,0.05348184818956807,0.05352157091974508,0.05352964771715544,0.053550372677368265,0.053530414879294844
0.06826397305786779,0.06820999050221545,0.0680557037777622,0.06787278717722954,0.06779034797518808,0.06761862019620914,0.06749760485180412,0.06741778998217232,0.06738641462764415,0.06738331803744708,0.0674512199224337,0.06756665957432514,0.06770907776319059,0.06784418626322068,0.06796537391583261,0.0680548199334765,0.06809126120450998,0.06804115240605688,0.06803206740287937,0.06793432324970597,0.06789123267148318,0.06788181462301934,0.06780412816054815,0.06777567457454638,0.06774378928297725,0.06776601260358668,0.06780053997670889,0.06782350375942696,0.06787387850956547,0.06788412117540574,0.06791040372667297,0.06788509405921599
0.08656958535751917,0.08650112688301168,0.08630546675419432,0.08607349938467576,0.08596895335229225,0.0857511751897471,0.08559770846758373,0.08549649050648538,0.08545670156203519,0.0854527745926929,0.0855388849927322,0.08568528084914663,0.08586588978538594,0.08603722887249075,0.0861909141088917,0.08630434589893339,0.08635055923199847,0.08628701329831583,0.08627549206796814,0.08615153692102452,0.08609689120788384,0.0860849476230928,0.08598642882111326,0.08595034514429563,0.08590990951849632,0.08593809222694773,0.0859818784327717,0.08601100016505732,0.08607488336781614,0.08608787269871834,0.08612120315786717,0.08608910647027136
0.10978402547290143,0.10969720922123373,0.10944908100764225,0.1091549094288027,0.10902232840470652,0.1087461510007654,0.10855153074856429,0.10842317024904653,0.10837271152878099,0.10836773150605677,0.10847693321139422,0.10866258647937921,0.10889162738300424,0.10910891264116429,0.10930381000422974,0.10944765958461004,0.10950626545309666,0.10942567908580261,0.10941106833029597,0.10925387345690764,0.10918457398713839,0.10916942761891306,0.10904449008315599,0.1089987302325278,0.10894745141728997,0.10898319158134122,0.10903871946582498,0.10907565046169213,0.1091566645399045,0.10917313708079461,0.10921540541280876,0.10917470169967369
0.13922361537914188,0.13911351855604964,0.13879885249397944,0.13842579611741268,0.13825766227985456,0.13790742538066014,0.1376606159289141,0.1374978343881776,0.13743384470085732,0.13742752923951995,0.13756601438029664,0.1378014522690467,0.1380919125845163,0.1383674648707376,0.13861462574315914,0.1387970499033687,0.13887137147117415,0.13876917513289433,0.13875064636974965,0.13855129825422996,0.1384634154982136,0.13844420749290395,0.138285766814948,0.13822773604210814,0.1381627063438527,0.13820803055957556,0.13827844875383363,0.13832528313380857,0.13842802187759892,0.1384489116808952,0.13850251465249064,0.13845089586662804
0.17655771271880413,0.17641809241653117,0.1760190457459067,0.17554595085907718,0.1753327303812936,0.17488857422529167,0.1745755805412892,0.17436914762811556,0.17428799851558824,0.17427998950500873,0.17445561071434515,0.1747541834457877,0.1751225333754691,0.17547197755027505,0.1757854168916504,0.1760167597739878,0.17611101135610394,0.17598141012655832,0.17595791270457697,0.17570510755212412,0.17559365822402398,0.17556929941482252,0.17536837140684527,0.17529477914671032,0.17521231113471747,0.17526978945717742,0.1753590909401057,0.17541848439129903,0.1755487734773986,0.17557526507423796,0.1756432421773612,0.1755777813376868
0.22390329458321914,0.2237262338069538,0.2232201790848495,0.2226202194332408,0.2223498219144171,0.22178656118166942,0.22138963534958464,0.22112784554353068,0.2210249355467507,0.22101477884598988,0.22123749450515648,0.22161613227301863,0.22208325863949185,0.22252640949825145,0.222923900494851,0.22321728010844072,0.2233368061230821,0.22317245112646117,0.22314265265368524,0.2228220554639609,0.2226807199688616,0.22264982911992423,0.2223950204102543,0.2223016937056527,0.22219711113433033,0.22227000279999434,0.22238325130061723,0.2224585716544781,0.222623798962743,0.222657394526028,0.22274360031738732,0.2226605855487682
0.2839450354510165,0.28372049418873974,0.283078736208914,0.2823178918235631,0.2819749847072959,0.28126068039557983,0.28075731522771785,0.28042532406207166,0.28029481779713106,0.28028193748305186,0.28056437640765663,0.2810445493976023,0.2816369400229178,0.2821989258862114,0.282703007772684,0.2830750598451485,0.28322663786693625,0.28301820955671886,0.2829804203476565,0.2825738520540938,0.28239461613779715,0.28235544162179477,0.2820323035981443,0.2819139504738816,0.28178132311805393,0.2818737613585433,0.28201737849282443,0.28211289669673034,0.28232243123703304,0.2823650357615699,0.2824743584337939,0.28236908248659365
