Meas 1 Raw,Meas 2 Raw,Meas 3 Raw,Meas 4 Raw,Meas 5 Raw,Meas 6 Raw,Meas 7 Raw,Meas 8 Raw,Meas 9 Raw,Meas 10 Raw,Meas 11 Raw,Meas 12 Raw,Meas 13 Raw,Meas 14 Raw,Meas 15 Raw,Meas 16 Raw,Meas 17 Raw,Meas 18 Raw,Meas 19 Raw,Meas 20 Raw,Meas 21 Raw,Meas 22 Raw,Meas 23 Raw,Meas 24 Raw,Meas 25 Raw,Meas 26 Raw,Meas 27 Raw,Meas 28 Raw,Meas 29 Raw,Meas 30 Raw,Meas 31 Raw,Meas 32 Raw,Meas 33 Raw,Meas 34 Raw,Meas 35 Raw,Meas 36 Raw,Meas 37 Raw,Meas 38 Raw,Meas 39 Raw,Meas 40 Raw,Meas 41 Raw,Meas 42 Raw,Meas 43 Raw,Meas 44 Raw,Meas 45 Raw,Meas 46 Raw,Meas 47 Raw,Meas 48 Raw,Meas 49 Raw,Meas 50 Raw,Meas 51 Raw,Meas 52 Raw,Meas 53 Raw,Meas 54 Raw,Meas 55 Raw,Meas 56 Raw,Meas 57 Raw,Meas 58 Raw,Meas 59 Raw,Meas 60 Raw,Meas 61 Raw,Meas 62 Raw,Meas 63 Raw,Meas 64 Raw,Meas 65 Raw,Meas 66 Raw,Meas 67 Raw,Meas 68 Raw,Meas 69 Raw,Meas 70 Raw,Meas 71 Raw,Meas 72 Raw,Meas 73 Raw,Meas 74 Raw,Meas 75 Raw,Meas 76 Raw,Meas 77 Raw,Meas 78 Raw,Meas 79 Raw,Meas 80 Raw,Meas 81 Raw,Meas 82 Raw,Meas 83 Raw,Meas 84 Raw,Meas 85 Raw,Meas 86 Raw,Meas 87 Raw,Meas 88 Raw,Meas 89 Raw,Meas 90 Raw,Meas 91 Raw,Meas 92 Raw,Meas 93 Raw,Meas 94 Raw,Meas 95 Raw,Meas 96 Raw,Meas 97 Raw,Meas 98 Raw,Meas 99 Raw,Meas 100 Raw,Meas 101 Raw,Meas 102 Raw,Meas 103 Raw,Meas 104 Raw,Meas 105 Raw,Meas 106 Raw,Meas 107 Raw,Meas 108 Raw,Meas 109 Raw,Meas 110 Raw,Meas 111 Raw,Meas 112 Raw,Meas 113 Raw,Meas 114 Raw,Meas 115 Raw,Meas 116 Raw,Meas 117 Raw,Meas 118 Raw,Meas 119 Raw,Meas 120 Raw,Meas 121 Raw,Meas 122 Raw,Meas 123 Raw,Meas 124 Raw,Meas 125 Raw,Meas 126 Raw,Meas 127 Raw,Meas 128 Raw
1.0245967507362366,1.0228187292814255,1.0200569331645966,1.0162790715694427,1.019916132092476,1.01504348218441,1.0250291377305984,1.0251661390066147,1.0186835378408432,1.004073292016983,1.0210057348012924,1.0120016038417816,1.0176662355661392,1.0169533789157867,1.021836370229721,1.0182258486747742,1.021559789776802,1.0080485343933105,1.0090371519327164,1.0168631076812744,1.0412866473197937,1.0461914837360382,1.006349965929985,1.04249669611454,1.020132839679718,1.004422515630722,1.0269671380519867,1.022506833076477,1.0560915917158127,1.1023522019386292,1.0080617368221283,1.0445951968431473,1.0198899656534195,1.0397303402423859,0.9972178861498833,1.029235616326332,1.0289719253778458,1.0242944210767746,1.0237098187208176,1.027880236506462,1.00300233066082,1.0376664400100708,1.020106479525566,1.0102019160985947,1.0521422028541565,1.0392613261938095,1.019956335425377,1.0230534821748734,1.0256499648094177,1.0206345617771149,1.0270380973815918,1.0195953845977783,1.0178624391555786,1.0422860980033875,1.0322808027267456,1.0354961901903152,1.0201892107725143,1.016834631562233,1.008865237236023,1.0081215649843216,1.0206814855337143,1.01644566655159,1.0380055904388428,0.9975058883428574,1.0206557363271713,1.0231605172157288,1.0023186057806015,1.0167158842086792,1.0270910859107971,1.0222617238759995,1.0189752131700516,1.0358405858278275,1.0185728073120117,1.0300848633050919,1.0193441808223724,1.0187098383903503,1.030109852552414,1.0290170162916183,1.0256679058074951,1.0156562477350235,1.0269313007593155,1.010924443602562,1.0120730698108673,1.0174975246191025,1.0171641558408737,1.0295848995447159,1.0083550959825516,1.0222007930278778,1.0181460529565811,1.0136952251195908,1.0101665407419205,1.0172648876905441,1.0096384286880493,0.9908445999026299,1.0166479647159576,1.0156817883253098,1.0179900377988815,1.00622096657753,1.0193946659564972,1.0091287344694138,1.0513541102409363,1.028548926115036,1.0210236608982086,1.0196348875761032,1.0236194878816605,1.0167132169008255,1.0123572647571564,1.0080761834979057,1.0283300131559372,1.0256075263023376,1.0127265900373459,1.0051850974559784,1.0199440121650696,1.0318989902734756,1.0201471000909805,1.0148102790117264,1.0360019207000732,1.0121353715658188,1.0199533849954605,1.048785462975502,1.025665059685707,1.0264760851860046,1.0194427818059921,1.0139530897140503,1.0430080890655518,0.9794388934969902,1.0365648865699768,1.0222501307725906
1.059371531009674,1.0573657751083374,1.0546391606330872,1.0509713143110275,1.0541946738958359,1.0489053577184677,1.0589612424373627,1.059816226363182,1.05342435836792,1.0381515324115753,1.0556750744581223,1.0462498664855957,1.0518674105405807,1.0509855300188065,1.0563538521528244,1.0523216724395752,1.0553593188524246,1.0417053401470184,1.0421088933944702,1.0509788990020752,1.075305238366127,1.0805882960557938,1.038974091410637,1.0767570734024048,1.0539522469043732,1.037932112812996,1.0613789409399033,1.056891292333603,1.090790867805481,1.1386363804340363,1.0418709963560104,1.0792924016714096,1.0534290075302124,1.0739613324403763,1.0310288965702057,1.0641864091157913,1.0629389733076096,1.0581474304199219,1.0578884333372116,1.0620839148759842,1.0364986509084702,1.0718679875135422,1.0553750395774841,1.0452346056699753,1.0863977819681168,1.0735647827386856,1.054080918431282,1.057386890053749,1.0609703660011292,1.0545000731945038,1.0622888505458832,1.0547464787960052,1.0511828660964966,1.0767741352319717,1.0663989186286926,1.0708765089511871,1.0553263276815414,1.0508709102869034,1.0435848385095596,1.0427786111831665,1.0543120056390762,1.0500110685825348,1.0723134130239487,1.0310649275779724,1.054339960217476,1.0578317195177078,1.0360373109579086,1.0517071336507797,1.0608370304107666,1.056171640753746,1.0529039949178696,1.0698095262050629,1.0527328699827194,1.0649662911891937,1.0539227575063705,1.0534242540597916,1.0639664232730865,1.0632573366165161,1.0601395070552826,1.0492382198572159,1.0617869645357132,1.0457520186901093,1.0473097562789917,1.0521654337644577,1.050851732492447,1.06446073949337,1.0425466001033783,1.0563604980707169,1.0529449135065079,1.0483502000570297,1.0449043661355972,1.0518635660409927,1.0424423813819885,1.0237421989440918,1.0515339970588684,1.049504280090332,1.0524574518203735,1.0406995862722397,1.0538859963417053,1.042697861790657,1.0856902450323105,1.062782183289528,1.0552418231964111,1.052614837884903,1.058501347899437,1.0518209338188171,1.0468735843896866,1.0417714565992355,1.0621011406183243,1.0598280131816864,1.046849012374878,1.0384952574968338,1.0544500201940536,1.0672775506973267,1.055132195353508,1.0497955679893494,1.0703643411397934,1.045939177274704,1.0533987134695053,1.083743304014206,1.0604532063007355,1.0619079768657684,1.0547986328601837,1.0488719940185547,1.077407255768776,1.012417957186699,1.0710983723402023,1.0559653341770172
1.0588328689336777,1.0565180033445358,1.0544246435165405,1.0502420663833618,1.0535723567008972,1.048196703195572,1.058170035481453,1.0592191219329834,1.0528093427419662,1.0374613106250763,1.0548612922430038,1.0458388924598694,1.0512346029281616,1.0507132411003113,1.0556731969118118,1.0518781691789627,1.0550778806209564,1.0413352251052856,1.0418052077293396,1.0504495352506638,1.0748548060655594,1.0801408737897873,1.0388963222503662,1.0762926191091537,1.0535183995962143,1.0375429540872574,1.0608287453651428,1.0562081187963486,1.0904623121023178,1.1382406502962112,1.04141865670681,1.0787352919578552,1.0530799478292465,1.073521450161934,1.0304855704307556,1.0639243423938751,1.0624029338359833,1.0576622486114502,1.0574393719434738,1.0617598742246628,1.0362349450588226,1.0716084241867065,1.0544894188642502,1.0443235039710999,1.0858943313360214,1.0732576549053192,1.0537342429161072,1.0570383667945862,1.060274288058281,1.0540664494037628,1.0613262504339218,1.0535978823900223,1.0507705062627792,1.0763237327337265,1.066049039363861,1.0700311064720154,1.0545028150081635,1.0502814203500748,1.0426032096147537,1.04181969165802,1.0539013594388962,1.049657329916954,1.071764811873436,1.0304522514343262,1.0539372712373734,1.056974083185196,1.0355511456727982,1.05128113925457,1.0603967607021332,1.0555211156606674,1.0524178743362427,1.0693873167037964,1.0523670762777328,1.0644191652536392,1.053429201245308,1.0526606291532516,1.0637002438306808,1.0628198683261871,1.0595561861991882,1.0489908009767532,1.0610668063163757,1.0448552519083023,1.046278178691864,1.0517888516187668,1.0505550056695938,1.0636900514364243,1.041936069726944,1.0558077096939087,1.0522288531064987,1.047708883881569,1.0437866151332855,1.050984188914299,1.0420604646205902,1.0234486311674118,1.0510930567979813,1.0490750521421432,1.0516466945409775,1.0400048643350601,1.0533754080533981,1.0425156205892563,1.0853691548109055,1.0621220469474792,1.0547059029340744,1.0522491186857224,1.0577559024095535,1.0506957918405533,1.0464223623275757,1.041182592511177,1.0617430359125137,1.0594250112771988,1.0463217347860336,1.0382124483585358,1.05391027033329,1.0667620152235031,1.0542874038219452,1.0490219444036484,1.0697284936904907,1.0455549657344818,1.0528882145881653,1.083216205239296,1.0597518980503082,1.0610475987195969,1.0540994554758072,1.0482993870973587,1.0769903361797333,1.0120920836925507,1.070739060640335,1.0555535703897476
1.0586609244346619,1.0560811161994934,1.0537662506103516,1.0498168915510178,1.0533841252326965,1.0479840338230133,1.0580297708511353,1.0590996742248535,1.0525494366884232,1.0370745211839676,1.0545026659965515,1.0453879088163376,1.0509577244520187,1.0504297018051147,1.0555915832519531,1.0515630394220352,1.0549010783433914,1.0411729514598846,1.04157455265522,1.050112172961235,1.0746952295303345,1.0798915773630142,1.0386855751276016,1.0760785341262817,1.0534701645374298,1.0372957587242126,1.0604687333106995,1.0558044463396072,1.0901169031858444,1.138132780790329,1.0412768125534058,1.0785611718893051,1.0527774542570114,1.073196530342102,1.0300262421369553,1.0634092539548874,1.0621408075094223,1.057508870959282,1.0572264343500137,1.061353713274002,1.0359374284744263,1.0712181478738785,1.0538287609815598,1.0438812524080276,1.085731416940689,1.0728862285614014,1.05330128967762,1.0564298182725906,1.059159755706787,1.0537939220666885,1.061383605003357,1.0531498044729233,1.0504468828439713,1.0760574340820312,1.065859541296959,1.0694253742694855,1.053709089756012,1.0500739365816116,1.0424291491508484,1.0414481610059738,1.053621768951416,1.0494067966938019,1.0714732706546783,1.0302148908376694,1.0536670535802841,1.0568999201059341,1.0351437777280807,1.0508922636508942,1.060158059000969,1.0553158968687057,1.0522296726703644,1.0691633373498917,1.0519997328519821,1.064025640487671,1.0527549982070923,1.052403301000595,1.0633575469255447,1.0621219873428345,1.059115931391716,1.0487529933452606,1.0607577115297318,1.044527530670166,1.0457456707954407,1.051444411277771,1.050217941403389,1.0631865411996841,1.041676938533783,1.0553764253854752,1.051817923784256,1.047224909067154,1.0436659455299377,1.0507454872131348,1.0417840778827667,1.0233587324619293,1.050272285938263,1.0488173812627792,1.0513938516378403,1.0395722091197968,1.0528390258550644,1.0421842634677887,1.0851165056228638,1.0617630332708359,1.0545070320367813,1.0522005409002304,1.0577011555433273,1.0504156798124313,1.0460445284843445,1.041116401553154,1.0614391416311264,1.0592374503612518,1.0460107326507568,1.0379963219165802,1.05351322889328,1.0663051307201385,1.0537946075201035,1.04861319065094,1.0695986449718475,1.0453600585460663,1.0527119040489197,1.0830180943012238,1.0595161020755768,1.0605086237192154,1.0536166578531265,1.0477721244096756,1.0767974257469177,1.0118072032928467,1.0704137682914734,1.0551741570234299
1.058125302195549,1.0560325980186462,1.0532942116260529,1.0494510382413864,1.053144782781601,1.0480548441410065,1.0578399449586868,1.0586356967687607,1.052036926150322,1.0372159332036972,1.0543502122163773,1.045144408941269,1.050825074315071,1.0501317232847214,1.0554409176111221,1.0513559430837631,1.0546646416187286,1.0408810675144196,1.0416074991226196,1.0497102439403534,1.0744128227233887,1.0797690600156784,1.0388175398111343,1.076167806982994,1.0531908124685287,1.0371712148189545,1.0604450553655624,1.0555316358804703,1.090004414319992,1.1380110830068588,1.0411240011453629,1.0784373730421066,1.052609607577324,1.073057621717453,1.0301514714956284,1.0625106394290924,1.0621211528778076,1.0572978556156158,1.0570169538259506,1.0612794011831284,1.035937488079071,1.071239396929741,1.0535307973623276,1.0435127764940262,1.0856130719184875,1.0726074874401093,1.0531531870365143,1.0563378185033798,1.0594939142465591,1.0536681711673737,1.0609341263771057,1.0528369694948196,1.0503995716571808,1.075983852148056,1.065572366118431,1.0691286772489548,1.0535247921943665,1.0499247610569,1.0422603785991669,1.0415132641792297,1.0534542351961136,1.0491593927145004,1.0712215155363083,1.0302154868841171,1.0535833686590195,1.0567300468683243,1.034873902797699,1.0502944737672806,1.0600247979164124,1.0553194880485535,1.0521240532398224,1.069103792309761,1.0518853217363358,1.0635869204998016,1.052985891699791,1.0521405339241028,1.0631391257047653,1.0622983574867249,1.058877170085907,1.048624873161316,1.060541495680809,1.0443984419107437,1.0455293655395508,1.0509893596172333,1.050061583518982,1.062953144311905,1.0414014160633087,1.055318459868431,1.051234096288681,1.0469112694263458,1.0427665412425995,1.050396665930748,1.0416699200868607,1.02309550344944,1.050313651561737,1.0486402362585068,1.051167830824852,1.0393467992544174,1.0530286580324173,1.042155146598816,1.0849191695451736,1.061625063419342,1.0543977171182632,1.0521296560764313,1.0569380819797516,1.0499154329299927,1.0457229316234589,1.041045218706131,1.0614376217126846,1.0587646216154099,1.0458994805812836,1.0379523187875748,1.0532888919115067,1.0656103491783142,1.053438887000084,1.0486718863248825,1.0692593306303024,1.0452766865491867,1.0525394678115845,1.0827718079090118,1.059133693575859,1.06049445271492,1.0530582070350647,1.0472824424505234,1.0766694396734238,1.0118192285299301,1.0702644288539886,1.0550904870033264
1.0581274926662445,1.0555226504802704,1.0531724840402603,1.0489929467439651,1.0529513359069824,1.047707587480545,1.0576520264148712,1.0581625550985336,1.0516488701105118,1.0367675572633743,1.054231345653534,1.0449912250041962,1.0506832003593445,1.050004482269287,1.0550818741321564,1.0512200444936752,1.0545140653848648,1.0409864336252213,1.0415622144937515,1.0497179329395294,1.0743368715047836,1.079724282026291,1.0385989546775818,1.075819581747055,1.0528879463672638,1.0369098335504532,1.060139238834381,1.0556608736515045,1.0900218039751053,1.1377610117197037,1.0409525483846664,1.0783507823944092,1.0525778234004974,1.0729888379573822,1.0297995507717133,1.0626595318317413,1.0620105564594269,1.057104468345642,1.0566837340593338,1.0608925223350525,1.0357607305049896,1.070995733141899,1.0532488971948624,1.0436259657144547,1.085481807589531,1.0726482570171356,1.0528812259435654,1.0562788397073746,1.0591659843921661,1.053392082452774,1.0603665262460709,1.0526295900344849,1.0503532141447067,1.07566899061203,1.0654471069574356,1.0690652877092361,1.053527370095253,1.0496357530355453,1.0421715676784515,1.0409683734178543,1.0533447414636612,1.0490354895591736,1.0712185055017471,1.0298436135053635,1.0534920692443848,1.0561230778694153,1.0347867608070374,1.050171285867691,1.0598780512809753,1.0549987852573395,1.0519387871026993,1.069061502814293,1.0517515540122986,1.063471570611,1.052769050002098,1.0517868399620056,1.0630139410495758,1.0621134340763092,1.0589219629764557,1.0483462810516357,1.0603016912937164,1.0439820289611816,1.0453961789608002,1.050840586423874,1.0498817414045334,1.0628632009029388,1.0413255542516708,1.0548937618732452,1.0513396561145782,1.0463470965623856,1.04268117249012,1.0506262928247452,1.0415281802415848,1.0231451243162155,1.0500305444002151,1.048480972647667,1.0509137958288193,1.039063736796379,1.0524439215660095,1.04194875061512,1.084873303771019,1.0616431385278702,1.0540298223495483,1.0519841462373734,1.0569919496774673,1.049537256360054,1.045275866985321,1.0409637540578842,1.0611570477485657,1.0586400926113129,1.0456450134515762,1.037845328450203,1.053308367729187,1.0656943768262863,1.0533418953418732,1.0483323633670807,1.0693052858114243,1.0448382943868637,1.0522923916578293,1.0825600624084473,1.0588652044534683,1.0599647015333176,1.0527720749378204,1.0470304191112518,1.0765015333890915,1.011936366558075,1.0700578689575195,1.0548720955848694
1.0580438375473022,1.055640310049057,1.0532837063074112,1.0489968955516815,1.0528490394353867,1.0476709008216858,1.0576772689819336,1.0585620701313019,1.0515806674957275,1.036592811346054,1.0538813769817352,1.0448496639728546,1.0504119992256165,1.0500167161226273,1.054859310388565,1.0511415153741837,1.0543520599603653,1.0409297496080399,1.0414424985647202,1.0496157556772232,1.0742418020963669,1.0795349776744843,1.038658782839775,1.0759094059467316,1.0526764392852783,1.036991998553276,1.0602075010538101,1.0554370433092117,1.089769333600998,1.1376932859420776,1.0409751385450363,1.0781229436397552,1.0524069964885712,1.0728564113378525,1.0298219323158264,1.0621572583913803,1.0616347938776016,1.0570962131023407,1.0566062480211258,1.0607220828533173,1.0356372147798538,1.0709891468286514,1.05307437479496,1.0433632135391235,1.0853457599878311,1.0724207609891891,1.0529698133468628,1.056054726243019,1.0590164810419083,1.0535371005535126,1.0601739138364792,1.0525698512792587,1.0501111298799515,1.0755917429924011,1.0654818564653397,1.0687765628099442,1.0531728863716125,1.0497976690530777,1.0419616550207138,1.041013553738594,1.0534904152154922,1.0489527434110641,1.0709753930568695,1.0300788581371307,1.0533343255519867,1.0562224686145782,1.034719094634056,1.0501447319984436,1.0595912486314774,1.0547786951065063,1.0518434792757034,1.0688742250204086,1.0517662018537521,1.0632818043231964,1.0522865504026413,1.051827296614647,1.0627023130655289,1.0619539618492126,1.05889430642128,1.0483962297439575,1.060042291879654,1.0436880737543106,1.0449552088975906,1.0505208373069763,1.0497248023748398,1.0627153813838959,1.0409879386425018,1.0550168305635452,1.051147684454918,1.0463924705982208,1.0427460670471191,1.05039781332016,1.041482836008072,1.0231154412031174,1.0498012900352478,1.0481999963521957,1.0508559793233871,1.0389881432056427,1.0525336116552353,1.0418882071971893,1.084757462143898,1.0614371597766876,1.0538780987262726,1.0519766956567764,1.056813731789589,1.049671083688736,1.0451801717281342,1.0408824682235718,1.0611871927976608,1.0585327446460724,1.0455651879310608,1.0378783494234085,1.0531345009803772,1.065211921930313,1.053459644317627,1.0480817407369614,1.0691103041172028,1.0448092073202133,1.052241250872612,1.0825375616550446,1.0589265823364258,1.0598023384809494,1.052333503961563,1.0468220710754395,1.0763772577047348,1.0118070244789124,1.069790169596672,1.0548600405454636
1.057943880558014,1.055215522646904,1.0531628131866455,1.0489844679832458,1.0527421087026596,1.0477389842271805,1.0574433505535126,1.0583411157131195,1.051721230149269,1.0364473164081573,1.0538982599973679,1.0444190204143524,1.050447553396225,1.0496999323368073,1.0549939423799515,1.0511249601840973,1.054292693734169,1.040759027004242,1.0414054095745087,1.0498672276735306,1.0743057429790497,1.0795291364192963,1.0386631339788437,1.075623407959938,1.0526532977819443,1.0368987172842026,1.0599808543920517,1.055369719862938,1.089855045080185,1.1373631060123444,1.0409633219242096,1.0778863579034805,1.0523406714200974,1.072834700345993,1.029428318142891,1.0621200650930405,1.061710074543953,1.057087242603302,1.0564851015806198,1.060745045542717,1.0355455428361893,1.0709704458713531,1.0527396649122238,1.0432258397340775,1.085401937365532,1.0723494589328766,1.0527132898569107,1.0558721721172333,1.0586035251617432,1.0534044951200485,1.0603730082511902,1.0524838417768478,1.050110399723053,1.0757744014263153,1.0654260069131851,1.0687140673398972,1.0529535859823227,1.0496900379657745,1.0419074445962906,1.0410379469394684,1.0531161427497864,1.0487802624702454,1.0711964815855026,1.0298754274845123,1.0533348470926285,1.0561991184949875,1.0347434878349304,1.0500361323356628,1.059657335281372,1.0545428395271301,1.0518077909946442,1.0686692297458649,1.0514636188745499,1.0630678087472916,1.0524746924638748,1.0517201274633408,1.0628707706928253,1.0619617849588394,1.0587070286273956,1.0484243482351303,1.0602062046527863,1.043916717171669,1.0449341833591461,1.0505096167325974,1.0496372133493423,1.0625175088644028,1.041017770767212,1.054888278245926,1.0512156933546066,1.0460219085216522,1.0420928299427032,1.0502406507730484,1.0414180606603622,1.0230279117822647,1.0497975200414658,1.0482434928417206,1.0505588352680206,1.0388010144233704,1.052232787013054,1.0421304255723953,1.0846743285655975,1.0611364990472794,1.0536971688270569,1.0519578158855438,1.0566026121377945,1.0498550832271576,1.0451809018850327,1.0408491045236588,1.0608911216259003,1.058592215180397,1.0454371869564056,1.0378694385290146,1.052888497710228,1.0653571784496307,1.053143933415413,1.0479970872402191,1.0690940916538239,1.0449299663305283,1.0521705448627472,1.0824360102415085,1.0587247759103775,1.0597133487462997,1.0526044815778732,1.0465743094682693,1.0763466358184814,1.0118376016616821,1.0699727237224579,1.054740160703659
1.057630106806755,1.0552487820386887,1.053066149353981,1.0487884432077408,1.0527405589818954,1.0474265664815903,1.0573517829179764,1.0583525151014328,1.0516383647918701,1.0362621247768402,1.053748995065689,1.0443629622459412,1.0502333343029022,1.0495894104242325,1.0551173985004425,1.05095973610878,1.054246723651886,1.0406794100999832,1.0414227098226547,1.049247220158577,1.074122354388237,1.0794035494327545,1.0385936200618744,1.0755542814731598,1.052515372633934,1.0368683338165283,1.060091719031334,1.0554447621107101,1.0896448642015457,1.1374883204698563,1.0408874303102493,1.078050896525383,1.0522415488958359,1.0728714913129807,1.029409572482109,1.0621600300073624,1.0614943951368332,1.0570103526115417,1.05634243786335,1.0606309622526169,1.0355293154716492,1.0709418803453445,1.0529355853796005,1.0429884195327759,1.0850884467363358,1.0722873955965042,1.052749752998352,1.0556087642908096,1.0584163218736649,1.0532552152872086,1.0603108704090118,1.052294448018074,1.0501170754432678,1.0755501091480255,1.0653712451457977,1.068414568901062,1.0530396848917007,1.0496917963027954,1.0417007207870483,1.0407040864229202,1.0531317293643951,1.0486346632242203,1.0708837360143661,1.0296955108642578,1.053133249282837,1.056131586432457,1.0345406085252762,1.0498679876327515,1.059606894850731,1.054499238729477,1.0516336113214493,1.0685578286647797,1.0515430718660355,1.0630329996347427,1.0522235333919525,1.051514133810997,1.0627044141292572,1.0617869794368744,1.0586934238672256,1.0484394878149033,1.0599243491888046,1.0436261594295502,1.0442695319652557,1.0505830198526382,1.0495194345712662,1.0625074654817581,1.0410883873701096,1.054779514670372,1.0508959889411926,1.0457532852888107,1.0423698127269745,1.0500209033489227,1.0411883294582367,1.0229629278182983,1.0498155802488327,1.0482343286275864,1.0506792813539505,1.0386441349983215,1.0522769540548325,1.0419136434793472,1.0845555365085602,1.0611648261547089,1.053492620587349,1.0519188046455383,1.056738093495369,1.049613893032074,1.044862151145935,1.0408538728952408,1.0608876049518585,1.058262974023819,1.0453397035598755,1.0378300994634628,1.0528494268655777,1.0651827454566956,1.0528995841741562,1.0479168444871902,1.0689399987459183,1.0446833968162537,1.0520258396863937,1.0822408646345139,1.05866040289402,1.059649869799614,1.0523277670145035,1.0468053221702576,1.0763222426176071,1.011768326163292,1.0697808265686035,1.0547099858522415
1.0577532052993774,1.0548928529024124,1.0529534369707108,1.0486143827438354,1.0526093542575836,1.0472948104143143,1.0571609139442444,1.0580205917358398,1.0513303130865097,1.036252737045288,1.0534963011741638,1.0443326234817505,1.0502868741750717,1.0495293140411377,1.0546198934316635,1.0507575273513794,1.0541046261787415,1.040655106306076,1.0414057523012161,1.0492806732654572,1.0741772800683975,1.0794904083013535,1.0386106371879578,1.07551409304142,1.0526993870735168,1.0367420613765717,1.059901863336563,1.055000364780426,1.0895953923463821,1.1373563706874847,1.0409214198589325,1.0779757499694824,1.0521324127912521,1.0726205557584763,1.0294222831726074,1.0620590448379517,1.0615890324115753,1.0568828731775284,1.056309089064598,1.0604095309972763,1.0353922843933105,1.0709337443113327,1.0527780205011368,1.0430557578802109,1.085249274969101,1.0723631531000137,1.0523566454648972,1.0555898994207382,1.0587740689516068,1.0531567484140396,1.0600419640541077,1.0523015409708023,1.0500265806913376,1.075372114777565,1.0652704983949661,1.0683670043945312,1.052926778793335,1.0493494272232056,1.0415857583284378,1.0406140089035034,1.053089052438736,1.0484520345926285,1.0707414001226425,1.0296606868505478,1.053043782711029,1.0560206919908524,1.034560814499855,1.049553021788597,1.0593562722206116,1.0542628765106201,1.0516401082277298,1.0686346143484116,1.0514811724424362,1.063040405511856,1.0522430688142776,1.0515377223491669,1.0627707988023758,1.0614795982837677,1.0586349070072174,1.0482203215360641,1.0597669035196304,1.043711096048355,1.0444665253162384,1.0503583550453186,1.0495230108499527,1.062280461192131,1.0408761352300644,1.0547683835029602,1.0510208755731583,1.0462817251682281,1.0420526713132858,1.0498600751161575,1.0412669330835342,1.0228434950113297,1.0497124940156937,1.048232689499855,1.0504111051559448,1.0386953800916672,1.0523177981376648,1.0418141782283783,1.0845018327236176,1.0610989779233932,1.0535840690135956,1.0516865104436874,1.0566843003034592,1.0493896156549454,1.045203521847725,1.0407787710428238,1.0608499348163605,1.058400645852089,1.0453458577394485,1.037868693470955,1.0526779741048813,1.0649128258228302,1.0528448075056076,1.0476870834827423,1.068873256444931,1.0445801764726639,1.0518865436315536,1.082165464758873,1.0586446970701218,1.0595558136701584,1.052614465355873,1.0463932752609253,1.0761962831020355,1.0117637664079666,1.069595754146576,1.0546250641345978
